chr	start	end	bin	01_CN	01_CT	02_CN	02_CT	02_LN	02_LT	03_CN	03_CT	03_LT	03_NT	04_CN	04_CT	04_LT	05_CN	05_CT	05_LT	06_CT	07_CT	10_CN	10_CT	14_CN	14_CT	14_LT
9	78590001	78630000	40449	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
9	79010001	79050000	40460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	79530001	79570000	40473	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	79990001	80030000	40484	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1
9	80420001	80460000	40495	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
9	81050001	81090000	40511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	82920001	82960000	40558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	83660001	83700000	40576	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	1
9	84030001	84070000	40585	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
9	84600001	84640000	40599	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9	85905001	85945000	40632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	86505001	86545000	40647	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	87010001	87050000	40660	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	88450001	88490000	40696	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	89050001	89090000	40711	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	90060001	90100000	40736	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
9	90445001	90485000	40746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	90820001	90860000	40755	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1
9	91290001	91330000	40767	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	0
9	91930001	91970000	40783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	92505001	92545000	40797	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1
9	92980001	93020000	40809	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	93650001	93690000	40826	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	94740001	94780000	40853	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	95580001	95620000	40874	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	96460001	96500000	40896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
9	96970001	97010000	40909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	97280001	97320000	40917	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1
9	98010001	98050000	40935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	99180001	99220000	40964	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
9	99530001	99570000	40973	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	100300001	100340000	40992	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1
9	100630001	100670000	41000	1	1	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	0
9	101070001	101110000	41011	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	101560001	101600000	41024	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
9	101890001	101930000	41032	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
9	102530001	102570000	41048	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1
9	103320001	103360000	41068	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	104300001	104340000	41092	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	104590001	104630000	41099	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9	105320001	105360000	41117	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
9	106135001	106175000	41138	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1
9	106680001	106720000	41151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9	106960001	107000000	41158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
9	107425001	107465000	41171	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	108000001	108040000	41184	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
9	108620001	108660000	41200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	109360001	109400000	41218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9	110110001	110150000	41238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	111780001	111820000	41279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	112240001	112280000	41291	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	112900001	112940000	41307	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1
9	113335001	113375000	41318	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
9	114180001	114220000	41339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	114820001	114860000	41355	1	1	1	1	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0
9	115290001	115330000	41367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
9	115910001	115950000	41382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	116590001	116630000	41399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	117010001	117050000	41410	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
9	117420001	117460000	41420	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	0
9	117920001	117960000	41433	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
9	118340001	118380000	41443	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
9	118920001	118960000	41457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
9	119770001	119810000	41479	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0
9	120160001	120200000	41489	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
9	120940001	120980000	41508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
9	121420001	121460000	41520	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
9	122320001	122360000	41543	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	0
9	122720001	122760000	41552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
9	123310001	123350000	41567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	124175001	124215000	41589	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	124800001	124840000	41605	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	125190001	125230000	41614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
9	125810001	125850000	41630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	126210001	126250000	41640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	127020001	127060000	41660	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	1	1
9	127480001	127520000	41672	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	128130001	128170000	41688	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	129610001	129650000	41725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	130140001	130180000	41738	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	130930001	130970000	41758	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	131860001	131900000	41781	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	132660001	132700000	41801	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	133060001	133100000	41811	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
9	133460001	133500000	41821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	133980001	134020000	41834	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	134585001	134625000	41850	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
9	135370001	135410000	41869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
9	135990001	136030000	41884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	136450001	136490000	41896	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1
9	136915001	136955000	41908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	137470001	137510000	41922	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1
9	137910001	137950000	41933	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1
9	138810001	138850000	41955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9	139170001	139210000	41964	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	1
9	139565001	139605000	41974	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	1430001	1470000	42051	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10	1760001	1800000	42059	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10	3075001	3115000	42093	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	4900001	4940000	42138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	5650001	5690000	42157	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	6045001	6085000	42167	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1
10	6675001	6715000	42183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	7805001	7845000	42211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	9430001	9470000	42251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	10240001	10280000	42271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10	10850001	10890000	42287	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1
10	11160001	11200000	42295	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
10	11500001	11540000	42303	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
10	11900001	11940000	42313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	12170001	12210000	42320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
10	12800001	12840000	42335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
10	13260001	13300000	42347	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1
10	13660001	13700000	42357	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
10	14467501	14507500	42377	0	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0
10	14920001	14960000	42388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10	15425001	15465000	42401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	15870001	15910000	42412	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1
10	16860001	16900000	42437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	17500001	17540000	42453	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
10	17830001	17870000	42461	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
10	18250001	18290000	42472	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
10	18705001	18745000	42483	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0
10	19070001	19110000	42492	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1
10	19660001	19700000	42507	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0
10	20060001	20100000	42517	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1
10	20640001	20680000	42531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
10	21180001	21220000	42545	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1
10	21565001	21605000	42555	0	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1
10	21880001	21920000	42562	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
10	22230001	22270000	42571	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1
10	22900001	22940000	42588	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0
10	23490001	23530000	42603	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	24137501	24177500	42619	1	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	24775001	24815000	42635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	25580001	25620000	42655	0	1	0	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0
10	25955001	25995000	42665	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1
10	26580001	26620000	42680	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	26910001	26950000	42688	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1
10	27622501	27662500	42706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	28945001	28985000	42739	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	29835001	29875000	42762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	30370001	30410000	42775	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
10	30885001	30925000	42788	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	32320001	32360000	42824	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10	32790001	32830000	42836	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
10	33190001	33230000	42845	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1
10	33550001	33590000	42854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1
10	35035001	35075000	42892	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	35350001	35390000	42899	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1
10	35970001	36010000	42915	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	36640001	36680000	42931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10	37220001	37260000	42946	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1
10	37705001	37745000	42958	1	0	1	1	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	0	1
10	38030001	38070000	42966	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0
10	39200001	39240000	42996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	42465001	42505000	43077	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	43690001	43730000	43108	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1
10	44140001	44180000	43119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	45550001	45590000	43155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
10	45880001	45920000	43162	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
10	46410001	46450000	43176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	46740001	46780000	43184	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1
10	47165001	47205000	43195	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1
10	47605001	47645000	43206	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0
10	48065001	48105000	43217	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1
10	48500001	48540000	43228	1	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1
10	48920001	48960000	43239	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1
10	49305001	49345000	43248	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	1	1	1	1	0	1
10	49600001	49640000	43255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
10	49880001	49920000	43262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
10	50240001	50280000	43271	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10	51055001	51095000	43292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	51940001	51980000	43314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	52590001	52630000	43330	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	54100001	54140000	43368	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0
10	54480001	54520000	43378	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	55320001	55360000	43399	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1
10	55870001	55910000	43412	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0
10	56290001	56330000	43423	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
10	56680001	56720000	43433	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1
10	57385001	57425000	43451	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0
10	57710001	57750000	43458	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0
10	58000001	58040000	43465	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10	58360001	58400000	43474	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
10	58620001	58660000	43481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
10	59417501	59457500	43501	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1
10	59940001	59980000	43515	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1
10	60460001	60500000	43527	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1
10	60960001	61000000	43540	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1
10	61455001	61495000	43552	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	61890001	61930000	43563	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1
10	62505001	62545000	43578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	63040001	63080000	43591	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
10	63485001	63525000	43603	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1
10	64210001	64250000	43621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	64940001	64980000	43639	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	65700001	65740000	43658	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	66880001	66920000	43687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10	67320001	67360000	43698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
10	68175001	68215000	43720	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
10	68850001	68890000	43737	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0
10	69520001	69560000	43754	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	70210001	70250000	43771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10	70780001	70820000	43785	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	71060001	71100000	43792	0	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0
10	71450001	71490000	43802	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1
10	71860001	71900000	43812	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	72220001	72260000	43821	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	72670001	72710000	43832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10	72970001	73010000	43840	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	73700001	73740000	43858	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
10	74060001	74100000	43867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
10	75170001	75210000	43895	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	75620001	75660000	43906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	75890001	75930000	43913	1	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0
10	77100001	77140000	43943	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	77920001	77960000	43963	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
10	78400001	78440000	43975	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1
10	78890001	78930000	43988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	79675001	79715000	44008	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	81230001	81270000	44046	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	82150001	82190000	44069	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	82460001	82500000	44077	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
10	82830001	82870000	44086	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	1	1
10	83865001	83905000	44112	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0
10	84440001	84480000	44127	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1
10	84900001	84940000	44138	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
10	85180001	85220000	44145	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
10	85890001	85930000	44163	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	86530001	86570000	44179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	87070001	87110000	44192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1
10	88350001	88390000	44225	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	88845001	88885000	44237	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10	89477501	89517500	44253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
